Symbol	BB_001	BB_004	BB_005	MP_001	MP_004	MP_005	SS_001	SS_003	SS_004	SS_005	SS_006	SS_007
C6orf81	8	0	14	1	0	13	5	2	0	10	3	10
C6orf89	311	126	278	230	133	193	274	324	119	266	416	313
C6orf97	0	0	0	2	0	0	9	7	0	0	2	1
C6orf99	23	27	23	11	3	15	32	36	34	21	31	12
C7	0	0	0	1	0	0	0	0	0	0	0	0
C7orf10	5	0	24	1	2	23	1	3	0	14	2	15
C7orf11	56	0	53	54	29	54	43	69	15	34	68	67
C7orf13	1	0	8	8	0	6	12	27	0	12	10	7
C7orf23	198	83	514	226	57	339	191	240	136	281	387	581
C7orf25	0	0	1	2	13	2	2	0	0	1	4	7
C7orf26	256	214	321	168	260	274	266	268	93	352	364	264
C7orf28B	34	0	23	42	12	16	16	56	14	19	29	38
C7orf29	98	118	163	72	123	139	54	71	6	189	107	99
C7orf30	80	0	111	45	10	41	46	47	21	63	55	132
C7orf31	53	0	57	62	5	29	52	20	6	34	35	57
C7orf36	50	0	16	28	0	13	47	30	0	20	18	36
C7orf40	83	10	101	87	97	86	72	86	119	226	279	122
C7orf41	224	81	192	217	130	133	153	102	231	218	321	334
C7orf42	650	562	736	477	329	526	599	645	253	691	901	770
C7orf43	211	276	263	113	400	417	211	178	64	389	257	343
C7orf44	431	74	445	359	215	522	491	447	43	509	353	522
C7orf46	55	0	26	59	4	23	32	64	12	10	52	41
C7orf47	109	121	119	76	323	156	119	124	40	133	152	118
C7orf49	218	203	191	147	204	145	187	243	46	207	204	228
C7orf50	249	81	137	216	151	121	262	187	34	182	167	164
C7orf51	3	0	4	0	9	12	0	0	12	11	8	8
C7orf53	41	0	6	16	9	2	11	11	26	18	25	13
C7orf55	0	0	10	2	24	1	33	12	11	5	7	11
C7orf57	0	0	0	0	0	2	0	4	0	0	1	1
C7orf58	0	0	0	2	0	0	0	0	0	1	3	3
C7orf59	178	355	275	88	267	160	160	116	170	271	255	237
C7orf60	107	138	151	79	36	81	97	105	30	81	145	164
C7orf61	4	0	2	3	23	4	6	0	0	1	3	4
C7orf63	7	0	0	1	0	5	11	0	21	1	1	1
C7orf64	134	73	159	244	34	124	102	124	30	128	167	276
C7orf68	20	0	8	7	5	0	20	4	0	10	7	6
C7orf70	101	47	56	59	42	35	61	32	30	44	41	56
C8G	6	0	3	0	15	2	22	0	0	0	8	1
C8orf17	0	0	0	0	0	0	0	0	0	1	0	0
C8orf31	11	0	2	5	0	0	9	9	0	7	7	6
C8orf33	129	46	234	115	89	149	113	86	0	190	170	250
C8orf34	0	0	0	0	1	0	0	0	0	0	0	0
C8orf37	16	0	10	9	0	14	28	19	0	20	12	16
C8orf38	97	36	47	74	36	69	52	59	21	52	77	91
C8orf39	0	0	1	0	0	0	0	0	0	0	1	0
C8orf4	13	0	0	0	0	0	59	30	0	0	0	0
C8orf40	56	0	59	61	36	20	65	73	12	76	68	59
C8orf41	92	31	28	48	24	39	22	62	0	15	45	58
C8orf42	0	0	0	1	0	0	0	0	0	0	0	0
C8orf44	25	0	40	6	6	39	24	23	0	27	27	32
C8orf45	0	0	1	2	0	0	2	1	0	2	2	0
C8orf46	35	27	11	8	14	6	14	13	0	6	8	5
C8orf49	0	0	0	0	0	0	0	0	0	0	0	2
C8orf51	0	0	1	0	0	0	0	0	0	0	1	0
C8orf55	150	82	54	36	130	90	86	112	13	87	83	87
C8orf58	35	0	39	41	74	33	21	34	0	46	41	39
C8orf59	108	123	140	149	7	112	78	107	11	78	131	176
C8orf73	20	0	15	12	13	28	13	16	8	30	41	38
C8orf76	83	21	90	101	43	62	87	72	42	82	107	118
C8orf77	11	0	7	15	0	3	14	8	0	8	3	3
C8orf80	280	206	7	278	122	2	423	116	44	56	56	0
C8orf82	52	148	70	18	57	100	72	31	19	109	53	75
C8orf83	0	0	2	3	0	0	7	26	17	0	24	6
C8orf84	1	0	0	0	1	0	2	0	0	0	0	0
C8orf86	0	34	0	0	0	0	0	0	0	0	0	0
C9orf100	2	0	0	2	0	0	3	7	0	2	7	0
C9orf102	487	277	619	433	85	601	489	554	82	494	518	814
C9orf103	55	0	38	66	39	46	59	70	0	49	34	48
C9orf106	1	0	5	0	0	2	0	0	0	1	2	1
C9orf114	287	153	267	137	256	270	334	254	120	377	277	312
C9orf116	0	0	0	3	0	6	0	0	0	2	3	1
C9orf117	2	0	2	0	0	3	0	0	0	3	0	0
C9orf119	35	0	37	19	20	35	43	10	24	18	23	26
C9orf123	76	0	122	47	48	107	71	89	34	94	102	117
C9orf125	1	0	1	2	0	0	0	3	0	4	3	1
C9orf128	0	0	0	0	0	1	2	0	14	0	0	0
C9orf130	75	44	129	120	81	137	107	79	59	121	80	135
C9orf131	0	0	2	0	0	0	0	0	0	0	0	1
C9orf133	37	0	37	18	19	15	11	21	0	32	35	33
C9orf135	3	0	18	0	0	4	0	0	0	0	0	0
C9orf139	25	33	1	18	34	3	39	3	0	2	3	0
C9orf140	11	0	5	0	10	5	0	3	0	19	2	4
C9orf142	379	217	275	250	479	198	607	336	147	445	233	134
C9orf147	3	0	6	3	7	9	0	0	0	10	2	4
C9orf148	0	0	1	1	0	0	0	0	0	0	0	0
C9orf150	6	0	4	0	0	0	3	0	13	0	0	0
C9orf152	0	0	0	4	0	0	12	10	0	0	0	0
C9orf153	7	0	3	8	0	7	0	1	0	3	10	2
C9orf156	177	157	250	282	95	254	145	272	70	211	239	308
C9orf16	132	123	167	64	147	90	78	78	133	200	243	126
C9orf163	2	0	1	4	11	2	0	2	11	1	1	1
C9orf167	9	1	9	13	74	49	13	35	14	18	17	9
C9orf169	0	0	1	0	0	0	0	0	0	0	2	1
C9orf170	0	0	0	0	0	0	0	0	29	0	0	0
C9orf172	29	65	7	7	79	7	54	8	0	47	15	6
C9orf173	25	0	0	5	0	0	23	5	0	7	1	0
C9orf174	55	0	32	29	46	66	45	37	16	51	41	70
C9orf21	157	40	57	108	28	24	107	106	21	62	136	72
C9orf23	23	0	32	20	53	16	54	37	0	28	34	33
C9orf24	0	0	0	3	0	1	0	0	0	2	1	1
C9orf25	120	0	69	70	62	95	90	119	2	113	100	78
C9orf29	0	0	0	0	0	0	0	0	0	1	0	0
C9orf3	75	46	86	37	126	133	89	89	37	103	63	89
C9orf30	71	143	52	55	17	28	62	61	33	56	61	53
C9orf31	0	0	0	0	0	0	0	3	0	0	0	0
C9orf35	0	0	2	0	0	3	1	0	0	1	0	4
C9orf37	59	0	73	46	62	60	77	103	6	74	57	65
C9orf38	0	0	0	0	0	0	0	0	0	0	0	1
C9orf40	25	0	12	31	19	9	25	24	0	17	25	23
C9orf41	256	129	149	228	78	124	291	230	78	147	180	229
C9orf43	5	0	5	7	0	10	1	0	0	5	7	3
C9orf46	44	0	67	37	1	32	56	44	22	59	82	83
C9orf47	1	0	0	2	4	0	1	0	0	0	0	0
C9orf5	669	264	699	612	241	462	665	736	123	549	770	925
C9orf50	4	0	0	0	0	0	0	0	0	4	0	0
C9orf6	31	40	22	53	14	20	57	50	0	29	61	55
C9orf64	40	28	18	23	15	9	51	58	22	36	21	20
C9orf66	4	0	0	4	2	0	0	0	0	0	0	0
C9orf68	26	0	52	47	10	72	11	14	0	24	21	56
C9orf69	237	64	155	104	248	143	249	181	152	229	228	140
C9orf7	14	0	28	9	35	43	20	7	7	30	18	6
C9orf72	111	126	242	125	35	149	91	145	0	110	181	428
C9orf73	11	0	0	28	4	0	10	6	0	0	0	0
C9orf78	388	730	633	377	237	373	332	309	360	646	824	724
C9orf80	85	0	54	60	22	46	27	77	41	44	74	53
C9orf82	81	83	60	104	59	56	82	46	63	59	85	90
C9orf84	0	0	0	1	0	0	0	0	0	0	0	0
C9orf85	21	181	16	18	13	28	35	27	41	22	32	68
C9orf86	480	545	484	308	977	502	481	454	202	747	629	506
C9orf89	188	57	93	88	185	117	145	171	48	171	178	132
C9orf9	17	0	8	4	0	2	1	6	0	2	10	9
C9orf91	54	116	146	53	66	141	96	82	96	130	126	194
C9orf93	57	0	63	40	2	65	37	18	7	21	9	22
C9orf95	360	149	160	364	52	187	357	334	42	124	259	289
C9orf96	8	0	8	6	0	7	10	6	0	15	8	9
CA10	31	0	0	34	0	0	0	33	0	0	0	0
CA11	6	82	39	11	48	32	22	36	0	81	64	68
CA12	11	0	0	2	0	0	36	41	0	0	0	0
CA13	18	0	21	17	0	24	26	9	0	11	16	21
CA2	0	0	1	3	0	4	0	36	5	6	4	1
CA3	8	0	4	0	0	4	0	3	0	0	1	5
CA5B	434	20	231	347	103	209	296	491	34	209	525	297
CA5BP1	72	98	100	89	90	79	69	77	1	89	121	102
CA6	0	0	14	0	0	19	0	0	0	25	1	12
CA8	6	0	0	0	0	0	0	0	0	0	0	1
CAB39	875	676	824	803	350	541	699	906	265	627	1196	1020
CAB39L	21	37	24	41	6	32	29	44	0	18	29	23
CABIN1	1702	246	1374	1019	1292	1729	1642	1517	241	1677	1158	1313
CABLES1	23	0	0	2	0	1	18	4	0	0	0	0
CABLES2	80	43	15	42	52	41	55	68	0	78	58	61
CABP4	43	205	70	49	87	99	56	33	20	78	50	113
CABP5	0	0	1	0	0	0	0	0	0	0	1	0
CABP7	3	0	5	1	0	4	7	2	0	17	3	4
CABYR	18	0	5	6	5	4	22	5	0	5	9	13
CACHD1	6	0	135	12	0	218	9	9	12	128	0	169
CACNA1A	7	0	3	0	0	0	1	0	0	0	2	2
CACNA1B	0	0	0	5	0	0	0	0	0	0	2	0
CACNA1C	22	0	1	6	0	0	6	26	29	9	6	2
CACNA1D	0	23	0	3	0	6	24	14	0	0	2	1
CACNA1E	0	0	0	0	0	0	0	0	0	0	1	0
CACNA1F	31	0	15	21	2	5	10	2	0	17	9	24
CACNA1G	1	0	0	0	0	0	4	0	0	0	1	0
CACNA1H	20	0	31	10	36	63	67	110	0	99	93	89
CACNA1I	191	286	143	114	467	495	435	1091	100	221	702	702
CACNA2D1	0	0	0	0	0	0	1	3	15	0	0	0
CACNA2D2	45	293	74	20	334	57	72	48	161	187	31	33
CACNA2D3	0	0	0	0	0	0	0	0	4	0	1	0
CACNA2D4	38	3	30	55	21	39	113	171	2	31	84	60
CACNB1	225	174	34	193	65	55	234	189	51	57	62	35
CACNB2	0	0	0	0	0	1	0	0	0	0	2	1
CACNB3	51	0	7	44	18	8	26	49	15	20	67	12
CACNB4	6	0	0	5	0	2	6	3	0	5	6	1
CACNG3	0	0	0	0	0	0	0	0	0	0	1	0
CACNG4	15	0	0	0	0	0	12	10	0	0	0	0
CACNG8	1	0	0	0	0	0	0	0	0	1	1	1
CACYBP	182	85	113	140	69	80	128	134	41	141	208	191
CAD	461	390	810	277	356	703	405	419	221	791	665	649
CADM1	6	58	4	0	22	0	0	14	46	19	34	5
CADM2	7	0	1	3	0	0	0	0	12	0	1	3
CADM4	14	0	2	0	0	0	7	6	0	1	4	2
CADPS	0	0	0	0	0	0	0	0	11	0	0	0
CADPS2	5	0	0	0	0	0	36	33	0	0	0	0
CAGE1	30	0	3	0	0	0	13	3	24	14	8	9
CALB1	0	0	0	0	0	0	0	0	33	0	0	0
CALB2	0	0	0	1	0	0	0	0	0	0	0	0
CALCB	4	0	5	3	0	20	7	5	15	6	1	12
CALCOCO1	339	136	318	246	481	314	366	419	199	397	488	477
CALCOCO2	713	322	521	478	323	536	510	453	212	571	802	770
CALCRL	1	0	0	5	0	4	0	3	0	3	0	11
CALD1	16	0	0	18	0	0	16	26	0	0	1	0
CALHM2	349	113	19	141	268	16	399	227	31	88	115	13
CALM1	3745	4414	2798	2638	1520	1677	2533	2604	2092	3129	4931	3523
CALM2	1166	595	721	985	258	432	637	684	298	705	860	798
CALM2P3	0	0	0	0	0	0	0	0	0	0	1	0
CALM3	782	1587	1530	533	890	1295	800	819	627	1711	2071	2241
CALML3	2	0	0	0	0	0	9	1	0	0	0	0
CALML4	29	0	45	28	25	50	17	15	13	33	39	50
CALML5	0	0	0	0	0	0	1	0	0	0	0	0
CALML6	0	0	1	1	19	18	8	13	0	10	5	6
CALN1	0	0	1	0	0	0	0	0	0	0	1	0
CALR	1772	3771	1504	936	2051	1235	1011	1034	1217	2038	2152	1211
CALR3	0	0	4	4	0	1	10	0	0	1	1	0
CALU	213	57	225	200	75	181	206	226	108	279	284	324
CALY	103	23	4	50	29	7	54	32	0	1	6	2
CAMK1	9	0	3	4	0	2	3	9	0	2	12	6
CAMK1D	269	429	436	249	188	376	303	452	153	456	686	736
CAMK2B	0	0	0	1	0	0	0	0	0	3	1	0
CAMK2D	728	150	624	667	316	484	601	502	179	487	709	717
CAMK2G	669	497	566	436	520	627	472	427	148	544	586	569
CAMK2N1	26	42	13	17	59	3	22	31	10	37	37	18
CAMK2N2	0	0	0	0	0	0	0	0	0	3	0	0
CAMK4	1770	1487	2891	2030	414	2156	1520	1693	578	1810	2962	4552
CAMKK1	31	102	46	9	36	51	17	123	19	41	39	81
CAMKK2	184	229	151	136	104	130	154	188	63	208	225	175
CAMLG	144	30	257	124	64	148	109	149	120	179	344	236
CAMSAP1	404	262	331	279	289	273	401	482	308	368	628	392
CAMSAP1L1	12	36	69	5	0	67	12	32	0	24	119	217
CAMTA1	105	100	58	93	50	39	74	71	90	66	156	98
CAMTA2	448	531	304	297	271	353	404	466	139	433	564	432
CAND1	878	292	833	817	188	684	692	844	204	614	854	1082
CAND2	44	31	32	48	21	30	33	20	0	39	22	45
CANT1	239	255	127	148	282	147	283	281	87	255	296	201
CANX	1975	4129	1659	1445	720	870	1593	1514	1484	1510	2592	1582
CAP1	1908	1136	1702	1171	695	1142	1585	1609	494	1622	1938	1556
CAP1P2	0	0	0	0	1	1	0	2	0	0	1	3
CAP2	0	0	0	0	0	0	9	5	0	0	0	0
CAPG	359	0	32	367	74	8	420	306	25	42	180	30
CAPN1	634	603	491	335	857	445	472	621	232	570	952	487
CAPN10	458	181	380	222	507	438	445	390	132	447	337	295
CAPN12	109	0	14	60	31	26	95	30	0	31	19	4
CAPN13	10	0	0	0	0	0	12	4	0	0	0	0
CAPN14	0	0	5	2	9	13	1	4	0	8	12	5
CAPN2	1687	2296	1123	1257	1765	729	1513	1575	954	1477	2612	1049
CAPN3	141	0	145	171	93	186	108	186	17	133	144	200
CAPN5	64	49	95	30	24	120	13	31	0	105	34	70
CAPN6	0	0	0	3	0	0	0	0	0	0	0	0
CAPN7	586	1	709	668	169	382	558	641	155	436	511	681
CAPN8	5	0	0	7	0	5	33	21	0	0	3	7
CAPNS1	425	187	479	245	289	214	305	422	131	453	842	399
CAPRIN1	822	292	732	795	325	669	800	867	121	630	1009	1137
CAPRIN2	652	43	207	480	84	232	397	290	94	259	261	280
CAPS	264	301	352	232	324	485	401	464	115	355	421	469
CAPS2	23	0	8	11	15	8	24	18	0	10	8	9
CAPSL	0	0	0	3	0	0	0	0	0	0	0	0
CAPZA1	1366	314	604	996	115	360	1070	1060	197	642	1083	864
CAPZA2	315	165	212	232	16	144	216	240	59	178	308	332
CAPZB	1113	1270	1493	639	818	1306	1050	1212	562	1825	1938	1580
CARD10	11	0	1	10	8	0	8	16	0	2	2	0
CARD11	1578	1974	1453	1197	1673	1651	1545	1317	1196	2106	2076	1543
CARD14	0	0	0	0	0	2	10	2	0	1	0	1
CARD16	52	0	22	27	6	12	33	64	19	43	68	50
CARD17	0	0	0	0	0	0	1	17	0	0	13	0
CARD6	5	0	2	31	16	4	14	36	18	17	45	24
CARD8	793	990	791	757	589	784	873	1205	460	1115	1350	1316
CARD9	9	29	2	1	10	1	1	25	0	17	9	3
CARHSP1	174	115	128	117	135	141	162	118	14	171	149	175
CARKD	156	77	101	155	124	182	230	200	0	188	189	185
CARM1	66	55	150	37	115	109	69	77	0	130	198	157
CARNS1	231	199	270	158	462	417	161	55	44	281	67	121
CARS	314	349	262	179	301	273	271	315	67	331	297	220
CARS2	492	684	446	349	304	573	514	494	78	383	385	491
CASC1	8	0	2	0	0	8	4	4	0	18	4	3
CASC2	0	0	0	0	3	6	0	0	25	0	1	0
CASC3	605	383	455	461	270	460	551	548	175	625	685	679
CASC4	472	104	424	413	240	266	499	409	175	338	660	497
CASC4P1	4	0	1	3	0	3	0	3	0	1	3	5
CASC5	10	45	1	12	0	8	16	21	16	0	19	5
CASD1	201	168	221	328	55	156	218	241	68	171	208	296
CASK	875	340	420	902	239	374	973	947	208	472	754	445
CASKIN1	0	0	0	1	0	2	1	2	0	2	0	1
CASKIN2	2	0	8	6	6	6	13	12	0	5	4	2
CASP1	279	21	129	132	130	88	228	286	91	120	200	155
CASP10	119	40	427	71	63	571	93	149	4	223	310	519
CASP12	0	0	0	0	0	0	0	2	0	0	3	0
CASP2	430	226	255	252	135	219	312	462	101	280	440	367
CASP3	193	75	98	76	47	51	127	131	21	106	103	112
CASP4	296	95	242	270	48	237	312	404	59	262	457	303
CASP5	4	0	1	1	0	0	0	0	0	0	1	2
CASP6	71	0	51	33	10	32	70	135	0	21	50	54
CASP7	212	49	130	104	64	59	177	115	63	99	113	74
CASP8	1499	855	540	1461	545	464	1065	1255	157	613	783	580
CASP8AP2	318	42	355	375	76	364	465	449	72	270	654	645
CASP9	70	114	54	39	39	59	45	30	10	134	110	85
CASQ1	0	0	0	0	0	0	0	9	0	0	2	0
CASR	0	0	0	0	0	0	0	10	0	0	1	0
CASS4	342	73	221	219	74	173	324	224	138	202	302	297
CAST	1242	750	766	1219	427	537	1062	1433	675	1172	2371	1416
CASZ1	230	263	117	125	388	76	173	158	54	392	191	93
CAT	199	67	190	136	106	110	178	176	45	196	256	268
CATSPER1	0	0	2	0	0	0	0	0	0	0	2	0
CATSPER2	69	0	44	113	28	70	86	78	70	57	40	112
CATSPER2P1	14	38	29	9	6	25	17	9	0	14	19	38
CATSPER3	0	0	3	0	0	1	0	0	0	0	0	3
CATSPER4	0	0	0	0	0	0	0	2	0	0	0	1
CATSPERB	54	0	10	53	5	25	103	89	0	37	79	85
CATSPERG	70	56	58	98	71	79	94	71	21	72	30	41
CAV1	0	0	0	13	0	0	0	31	0	0	0	0
CAV2	2	0	0	5	0	0	7	7	0	0	0	0
CBARA1	173	0	132	134	2	119	103	104	51	102	142	123
CBFA2T2	670	368	476	418	513	400	412	500	62	458	723	581
CBFA2T3	0	19	1	0	4	0	0	1	0	4	4	2
CBFB	430	405	328	230	128	148	341	411	187	316	608	486
CBL	1196	645	1290	947	296	902	1040	1173	221	1027	1467	1636
CBLB	3305	1020	814	3554	770	825	2876	1733	428	1048	698	882
CBLC	10	0	2	0	0	0	0	3	0	0	0	0
CBLL1	141	68	233	118	38	88	166	193	41	161	379	344
CBLN3	6	0	2	9	5	1	8	20	2	5	17	8
CBR1	34	0	23	20	12	26	42	19	0	28	23	37
CBR3	0	0	15	2	0	13	3	4	0	5	20	6
CBR4	69	68	81	71	22	66	132	120	48	74	68	103
CBS	0	37	0	0	0	0	0	3	0	1	1	1
CBWD1	77	48	80	84	28	96	83	70	38	56	75	109
CBWD2	84	81	55	70	22	33	52	40	37	52	49	66
CBWD3	10	13	15	19	1	14	30	28	0	3	9	14
CBWD5	57	85	46	65	37	52	58	56	1	37	28	59
CBWD6	55	0	31	43	26	42	40	35	0	45	17	45
CBWD7	10	0	8	11	1	4	2	1	0	0	11	5
CBX1	170	79	95	59	105	84	102	122	83	118	157	126
CBX1P1	0	0	0	0	0	0	0	2	8	0	0	0
CBX1P4	0	0	0	0	0	0	0	0	7	0	0	0
CBX2	0	0	8	0	0	22	2	4	0	9	1	3
CBX3	351	225	460	283	128	314	281	371	45	259	377	534
CBX3P1	0	0	0	0	0	0	0	0	8	0	0	0
CBX4	573	516	466	246	504	334	308	235	445	941	731	749
CBX5	1127	288	1376	1048	155	946	1097	1227	156	808	1196	1739
CBX5P1	0	0	0	0	0	2	2	0	0	0	0	0
CBX6	550	279	474	268	644	487	610	526	338	793	842	634
CBX7	873	722	641	608	930	683	939	1122	335	922	1150	878
CBX8	14	0	2	13	19	25	8	7	27	11	8	12
CBY1	69	0	31	41	17	35	52	41	29	52	32	38
CBY3	0	0	1	1	0	5	0	1	0	1	4	2
CC2D1A	240	48	129	158	265	166	155	161	76	173	198	131
CC2D1B	605	531	494	494	620	563	640	633	199	583	602	609
CC2D2A	6	0	0	1	0	1	0	0	1	1	3	0
CC2D2B	0	0	0	0	0	1	0	0	0	6	1	0
CCAR1	569	238	553	502	141	426	501	615	99	372	481	684
CCBL1	40	33	63	20	65	136	30	62	43	54	48	77
CCBL2	127	0	106	166	22	64	116	173	9	91	148	140
CCBP2	5	0	4	0	0	4	2	2	0	0	1	6
CCDC101	88	104	135	46	73	109	61	80	8	110	110	115
CCDC102A	49	0	57	37	108	38	58	13	29	71	29	19
CCDC102B	2	0	13	2	0	10	10	4	10	12	6	16
CCDC104	130	179	84	72	43	85	85	143	64	93	187	189
CCDC106	2	0	18	0	0	19	0	5	0	18	10	19
CCDC107	152	205	63	54	135	50	76	98	9	104	149	54
CCDC108	0	0	0	0	0	0	0	0	0	1	2	2
CCDC109A	83	42	35	73	20	52	57	64	0	27	78	55
CCDC109B	187	129	664	129	132	407	95	425	91	443	625	697
CCDC11	5	0	4	1	5	2	4	0	0	1	4	3
CCDC110	1	0	1	1	0	0	1	0	0	5	2	7
CCDC111	99	0	36	40	26	40	88	89	11	47	45	62
CCDC112	14	0	17	7	8	7	8	4	0	11	23	19
CCDC113	3	0	5	3	0	9	4	4	0	13	7	1
CCDC114	0	0	4	1	0	19	1	7	0	13	8	7
CCDC115	237	206	198	181	121	79	201	193	76	226	248	213
CCDC116	8	0	0	2	12	0	3	1	0	1	1	0
CCDC117	95	0	106	64	30	88	71	104	42	81	126	113
CCDC12	189	312	153	133	191	154	164	165	151	251	215	148
CCDC120	70	27	72	24	74	91	44	33	32	111	92	79
CCDC121	22	0	2	2	0	0	15	7	0	0	1	5
CCDC122	21	0	9	11	0	5	18	9	0	1	13	11
CCDC123	39	74	35	15	23	36	29	31	0	17	46	45
CCDC124	87	106	99	26	98	43	49	59	154	79	125	76
CCDC125	63	60	65	61	18	83	75	81	1	48	78	119
CCDC126	42	0	31	38	4	28	44	43	8	18	37	33
CCDC127	16	0	49	36	12	44	58	59	4	22	26	42
CCDC129	0	0	0	0	0	0	0	1	0	0	0	0
CCDC13	0	0	2	0	12	1	1	2	0	5	4	4
CCDC130	259	76	162	182	294	206	273	282	15	243	181	208
CCDC132	223	76	153	177	36	172	190	146	73	108	191	228
CCDC134	116	329	98	80	132	87	71	86	114	118	127	101
CCDC135	0	0	0	0	0	1	0	0	0	0	0	0
CCDC136	119	93	84	105	36	82	95	95	55	100	94	82
CCDC137	89	72	99	62	109	85	146	77	38	77	141	133
CCDC138	40	0	34	51	7	18	16	26	0	15	36	41
CCDC14	505	138	314	499	57	292	408	479	55	280	318	320
CCDC140	0	0	0	0	0	0	0	0	12	0	0	0
CCDC141	415	125	521	492	29	621	180	209	48	352	230	743
CCDC142	118	71	62	93	120	83	145	176	21	95	80	87
CCDC144A	141	77	158	131	84	255	1	2	0	1	2	1
CCDC144C	0	0	1	1	0	5	3	1	0	3	3	2
CCDC144NL	5	0	7	0	0	0	0	0	0	0	0	3
CCDC148	0	0	0	0	0	0	0	0	0	2	1	1
CCDC149	8	44	2	1	0	0	12	13	0	3	3	10
CCDC15	86	0	27	41	0	24	39	12	0	23	12	27
CCDC150	4	0	1	5	0	4	3	3	0	2	2	1
CCDC152	54	0	32	55	0	19	37	20	12	28	14	23
CCDC153	2	0	1	3	0	5	3	2	0	0	2	0
CCDC154	13	0	21	20	50	32	15	16	0	15	11	20
CCDC155	0	0	0	0	0	0	0	0	0	0	1	0
CCDC157	103	34	37	52	106	80	63	45	19	85	55	35
CCDC158	2	0	0	0	8	0	1	0	0	0	2	0
CCDC159	102	49	54	108	158	80	79	87	49	57	83	68
CCDC162	0	0	0	3	0	0	2	2	0	2	1	1
CCDC163P	31	26	44	17	2	26	9	0	0	8	6	10
CCDC17	92	1	65	43	28	86	53	70	20	69	53	80
CCDC18	102	28	53	87	40	74	91	98	41	69	76	85
CCDC19	0	0	5	11	41	14	15	2	0	9	23	19
CCDC21	173	35	117	104	66	113	140	81	49	141	188	178
CCDC22	153	0	175	110	199	137	142	155	37	188	163	153
CCDC23	33	48	27	23	12	20	18	24	10	25	61	49
CCDC24	7	0	9	6	7	2	23	3	33	10	3	3
CCDC25	90	151	179	89	27	78	92	107	76	161	257	215
CCDC28A	60	0	75	71	11	68	64	77	13	62	81	111
CCDC28B	19	72	11	3	28	17	10	2	22	28	12	14
CCDC3	0	0	1	0	0	2	3	2	0	2	1	1
CCDC30	66	98	41	39	35	39	26	36	23	23	28	56
CCDC34	7	0	8	10	7	2	5	0	17	3	9	13
CCDC36	0	0	0	0	0	0	0	0	0	0	1	0
CCDC38	0	0	2	0	6	0	0	1	0	1	0	0
CCDC39	0	0	0	0	0	0	0	0	5	0	0	0
CCDC40	2	0	4	3	0	3	15	7	0	2	3	0
CCDC41	36	55	91	67	64	88	56	69	42	96	80	125
CCDC42	6	0	3	7	2	2	0	0	0	3	1	2
CCDC42B	0	0	1	0	0	0	0	0	0	0	0	0
CCDC43	29	85	60	45	7	23	81	84	28	65	96	90
CCDC45	308	147	321	358	111	401	244	289	75	340	313	588
CCDC46	19	0	8	2	0	10	19	47	0	5	28	5
CCDC47	199	30	99	191	30	84	181	242	78	105	187	151
CCDC48	0	0	14	0	0	12	0	1	0	0	3	1
CCDC50	145	80	5	94	33	7	255	189	10	44	178	42
CCDC51	26	53	15	17	40	25	12	18	55	20	12	12
CCDC53	146	84	116	107	36	105	128	113	64	77	115	127
CCDC55	132	0	118	132	77	90	121	111	25	61	110	131
CCDC55P1	15	0	3	8	25	17	10	20	130	17	11	8
CCDC56	17	0	14	9	30	7	44	18	0	24	20	11
CCDC57	524	443	477	345	505	675	466	491	229	639	497	561
CCDC58	31	0	45	40	0	24	37	39	18	21	34	38
CCDC59	264	141	295	273	28	117	132	143	195	229	323	386
CCDC6	514	306	561	453	90	269	604	691	213	338	673	597
CCDC61	72	50	62	51	143	87	83	72	31	80	57	45
CCDC62	8	0	9	11	0	17	2	7	0	11	5	25
CCDC64	242	741	416	189	408	285	231	343	462	759	670	418
CCDC64B	8	0	0	1	0	0	12	1	0	0	0	1
CCDC65	26	26	40	24	18	18	31	55	28	24	59	39
CCDC66	258	259	551	329	87	331	285	404	77	336	451	591
CCDC67	2	0	0	0	0	0	0	0	0	0	0	0
CCDC68	0	0	0	0	0	1	0	3	14	0	2	0
CCDC69	1046	568	1345	724	859	934	931	403	400	1337	1157	1174
CCDC7	180	0	166	217	23	132	180	145	131	123	249	402
CCDC71	130	0	172	112	81	139	138	131	0	138	99	183
CCDC72	340	333	445	171	101	191	242	259	295	376	508	430
CCDC73	0	0	2	0	0	0	0	0	0	4	0	0
CCDC74A	4	0	1	5	0	2	8	1	0	2	1	2
CCDC74B	3	0	1	0	0	0	5	0	0	0	0	1
CCDC75	70	52	96	75	11	75	106	84	0	56	111	123
CCDC76	72	43	124	136	24	131	88	129	76	55	72	139
CCDC77	48	32	44	36	4	47	30	21	0	34	26	43
CCDC78	68	0	28	37	18	34	55	19	9	23	11	8
CCDC8	0	0	0	0	0	0	1	0	0	0	0	0
CCDC80	84	0	0	27	0	0	21	0	5	0	0	0
CCDC81	0	0	1	3	0	5	11	5	36	14	8	14
CCDC82	182	93	136	244	40	108	152	181	83	88	198	241
CCDC83	1	0	0	0	0	0	0	0	0	1	0	0
CCDC84	535	394	346	424	416	457	427	476	169	376	368	528
CCDC85B	131	73	225	58	281	160	82	67	76	181	173	115
CCDC85C	124	187	90	62	156	76	59	82	38	108	138	134
CCDC86	50	61	70	41	18	43	49	34	66	104	104	62
CCDC87	0	0	1	0	0	7	0	0	0	7	4	1
CCDC88A	176	139	143	229	25	143	178	178	0	92	155	144
